comment,sadness,anger,confident,analytical
damn missed a typo,0.0,0.637482,0.0,0.0
damn googlebar...,0.838969,0.0,0.0,0.0
rv - youre damn right its necessary; everyone is brought up to think of their own dollar (or whatever) as *the* dollar; the more explicit we are about such things the better,0.516461,0.0,0.0,0.0
damn he sucks,0.768303,0.0,0.0,0.0
damn vandals,0.838969,0.0,0.0,0.0
damn i actually forgot to mention grunwald,0.0,0.0,0.92125,0.0
damn the torpedoes linkage,0.838969,0.0,0.0,0.0
damn typos,0.679156,0.0,0.0,0.0
[[wp:aes|\u2190]]replaced page with omfg u sons of bitches gave me shit over this? i have seven words for you: mind your own god damn fucking business! you dont have to watch me if you dont like i...,0.934385,0.0,0.0,0.0
damn you hyphens!,0.849852,0.0,0.0,0.0
[[wp:aes|\u2190]]replaced page with damn fuck == headline text ==,0.635824,0.0,0.0,0.0
damn you people,0.733862,0.0,0.0,0.0
[[wp:aes|\u2190]]replaced page with wiillim fuckin gilbert was an fuckin whore so all u other whores stop screwin wikipedia over an do ur damn sheet,0.848863,0.0,0.0,0.0
the toc there makes it look so damn messy.,0.570786,0.0,0.0,0.0
 shelbyville damn ,0.838969,0.0,0.0,0.0
damn those vandalizers!,0.849852,0.0,0.0,0.0
[[wp:aes|\u2190]]replaced page with  == samuel e. stikes back bitchez == i own noobs. mrs powers is so damn hot hot. i just want 2 fuck her up the ass.,0.506858,0.0,0.0,0.0
[[wp:aes|\u2190]]replaced page with  == samuel e. stikes back bitchez == i own noobs. mrs powers is so damn hot hot. i just want 2 fuck her up the ass.,0.0,0.0,0.0,0.0
damn,0.931034,0.0,0.0,0.0
damn bracket,0.659975,0.0,0.0,0.0
removed the word damn,0.735123,0.0,0.0,0.0
 the best damn thing (2007) ,0.0,0.0,0.0,0.0
damn darkson you caught me ;),0.0,0.0,0.0,0.0
i am not writing that sentence so stop repeating the same damn thing. and your point is? im not sourcing a sentence that says its a ripoff im sourcing a sentence that says it apes mkdd.,0.723052,0.0,0.0,0.0
 in popular culture  pruned. needs further pruning. ive stripped out all the references to films/games using mcs in the normal manner since its so damn common.,0.0,0.0,0.895883,0.0
[[wp:aes|\u2190]]replaced page with this is a gay ass project. i hate school so much. hollway is a damn commie bastard. go damn i need a crack rock so i can smoke that shit all day. police suck. ...,0.659907,0.0,0.0,0.0
[[wp:aes|\u2190]]replaced page with this is a gay ass project. i hate school so much. hollway is a damn commie bastard. go damn i need a crack rock so i can smoke that shit all day. police suck. ...,0.0,0.0,0.828525,0.0
in what way is bollocks similar to darn? darn (does anyone still say it? is surely a euphemism for damn - totally different idea!,0.0,0.639755,0.0,0.0
in what way is bollocks similar to darn? darn (does anyone still say it? is surely a euphemism for damn - totally different idea!,0.0,0.0,0.916964,0.0
[[wp:aes|\u2190]]replaced page with macx is a damn drug addict and a noob killer. roarrr,0.0,0.537062,0.0,0.0
damn its not fair. you mods have scripts that tell you which pages have been recently modified. you should instead search random articles like us and scan them manually if any changes are made ;),0.0,0.0,0.0,0.0
damn its not fair. you mods have scripts that tell you which pages have been recently modified. you should instead search random articles like us and scan them manually if any changes are made ;),0.0,0.0,0.0,0.0
 [[florida]]  all i asked was for a reference! god damn it wasnt that hard now was it?,0.618407,0.0,0.0,0.0
 [[florida]]  all i asked was for a reference! god damn it wasnt that hard now was it?,0.0,0.0,0.947749,0.0
 the best damn thing (2007) ,0.0,0.0,0.0,0.0
[[wp:aes|\u2190]]replaced page with damn niggers,0.579916,0.0,0.0,0.0
 damn! show ,0.760191,0.0,0.0,0.0
[[wp:aes|\u2190]]created page with if love is blind why is love so damn important? a film that attempts to reconstruct the expected while taking you on a journey through the heart of a young man ...,0.0,0.0,0.0,0.0
[[wp:aes|\u2190]]created page with if love is blind why is love so damn important? a film that attempts to reconstruct the expected while taking you on a journey through the heart of a young man ...,0.0,0.0,0.0,0.0
found baibars and ayn jalut pages updating links. damn transliteration problems.,0.0,0.619097,0.0,0.0
found baibars and ayn jalut pages updating links. damn transliteration problems.,0.0,0.0,0.0,0.829888
[[wp:aes|\u2190]]replaced page with dirty kuffar who is going to burn in hell....and damn right he does along with the rest of you qadiani bastards.,0.718471,0.0,0.0,0.0
[[wp:aes|\u2190]]replaced page with whys this wiki so damn crazy cause its did by patrick swayze,0.550174,0.0,0.0,0.0
im sure someone will mark this for cleanup but at least now everything is in its damn place.,0.510564,0.0,0.0,0.0
 2006  is 250 rwd is the only one available with a damn stick,0.625452,0.0,0.0,0.0
god damn retard,0.679776,0.0,0.0,0.0
stop fucking around right now. this does not belong here!!!!!!!! i created this page!!! its my god damn game!!!!,0.61412,0.0,0.0,0.0
stop fucking around right now. this does not belong here!!!!!!!! i created this page!!! its my god damn game!!!!,0.0,0.0,0.0,0.0
these damn bots are out of control. i reviewed all 23 changes by the anon that were group-reverted and they were thoughtful and helpful.,0.0,0.0,0.91171,0.0
 world wrestling entertainment  i hate people who dont read the damn warnings,0.761682,0.0,0.0,0.0
 the best damn thing (2007&ndash;present) ,0.0,0.0,0.0,0.0
how the hell is this article possibly considered too long!? also the fictional nature of the character is made pretty damn clear.,0.63164,0.0,0.0,0.0
 semiconductor detectors  damn plural..,0.838969,0.0,0.0,0.0
 criticisms  what the hell? who gives a damn if you cant use dos boot disk in windows 2000? theres a recovery console! sheesh.,0.631049,0.0,0.0,0.0
slight expansion: i wrote the whole damn thing last night but lost it via a time-out problem (grrrrr.) starting again (sigh),0.0,0.572035,0.0,0.0
slight expansion: i wrote the whole damn thing last night but lost it via a time-out problem (grrrrr.) starting again (sigh),0.0,0.0,0.0,0.0
 death  unsourced... if your going to claim he shot his wife and son... you damn well better back it with a source,0.539038,0.0,0.0,0.0
this is beginning to look damn good!,0.0,0.0,0.0,0.0
damn npov,0.838969,0.0,0.0,0.0
damn you wikipedia formatting!,0.588968,0.0,0.0,0.0
damn missed one.,0.0,0.638975,0.0,0.0
removing spammed blog and freebie sites again damn spammers,0.509061,0.0,0.0,0.0
damn my spelling sucks.,0.749362,0.0,0.0,0.0
damn immature ips,0.0,0.521318,0.0,0.0
damn its not fair. you mods have scripts that tell you which pages have been recently modified. you should instead search random articles like us and scan them manually if any changes are made ;),0.0,0.0,0.0,0.0
damn added 2 category links the same now deleted one of them,0.589626,0.0,0.0,0.0
its wikipedia. not a damn advertising section. refer to the talk page and archives for information as to why there is a cap on links. long story short: too many nobody gets linked to.,0.0,0.0,0.0,0.609405
damn. i might be accused of 3rr but i dont think im over. but please why cant you discuss? you show poor form,0.72846,0.0,0.0,0.0
damn. i might be accused of 3rr but i dont think im over. but please why cant you discuss? you show poor form,0.0,0.0,0.0,0.0
damn punctuation ;),0.0,0.0,0.0,0.0
god damn it islami; you are not a noob anymore!!!,0.646184,0.0,0.0,0.0
removed sources tag give me more than three seconds to write the damn thing ok?,0.620019,0.0,0.0,0.0
pointless its a damn plot,0.676502,0.0,0.0,0.0
 principal and teachers  i missed that one damn idiots i come from this damn school,0.758705,0.0,0.0,0.0
-damn link spammers,0.730853,0.0,0.0,0.0
wait until the damn episode,0.683413,0.0,0.0,0.0
[[wp:aes|\u2190]]replaced page with damn you! stop editing it man whore!,0.839647,0.0,0.0,0.0
[[wp:aes|\u2190]]replaced page with  == headline text == damn it damn it damn it!!!!!!!!!!!!!!!!!! freaking hobos! i am deaths call and ive come here to claim ur soul~!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!...,0.555798,0.0,0.0,0.0
[[wp:aes|\u2190]]replaced page with damn nazis who absorb good sites and suck the soul out of them.,0.662582,0.0,0.0,0.0
rv; god damn you look at the talk page,0.605609,0.0,0.0,0.0
rv; god damn you look at the talk page,0.0,0.0,0.0,0.664451
[[wp:aes|\u2190]]replaced page with {{redirect|blues music|other uses|blues (disambiguation)}} {{bluesbox}} bryton varjue is so damn stupid that it makes me mad.,0.501933,0.0,0.0,0.0
 narendran  damn,0.838969,0.0,0.0,0.0
damn brits............ jk,0.608303,0.0,0.0,0.0
why the hell did you remove that? watch the damn thing if you dont believe it.,0.78824,0.0,0.0,0.0
why the hell did you remove that? watch the damn thing if you dont believe it.,0.0,0.0,0.0,0.0
did you even listen to the god damn song?,0.0,0.0,0.0,0.0
 the best damn thing (2007) ,0.0,0.0,0.0,0.0
revert: prohibition was one of the best things to happen to the united stats.  violates npov,0.0,0.0,0.0,0.0
revert: prohibition was one of the best things to happen to the united stats.  violates npov,0.0,0.0,0.0,0.694442
 effects  removed per [[wp:npov]],0.0,0.0,0.0,0.970179
this article is now as much npov as it can be. let us now concentrate on his worsk instead.,0.0,0.0,0.0,0.842004
 current critical problems  npov. cite sources for comparison.,0.0,0.0,0.0,0.996487
adding citations and add note about variety of genres to intro. also npov with removal of well,0.0,0.0,0.0,0.0
 campaign issue  edited for flow reworded for more npov expanded slightly,0.0,0.0,0.0,0.0
 campaign issue  edited for flow reworded for more npov expanded slightly,0.0,0.0,0.0,0.653099
npov and compliance with [[wp:fringe]].,0.0,0.0,0.0,0.842108
 wealth  for logical flow & npov,0.0,0.0,0.0,0.0
 wealth  for logical flow & npov,0.0,0.0,0.0,0.882284
some cleanup listing for more needs npov work,0.0,0.0,0.0,0.0
rmv personal opinion see [[wp:npov]],0.0,0.0,0.0,0.0
change anti-fascist back to anti-muslim. remove a few opinion statements. npov is not a real word.,0.0,0.0,0.0,0.694442
change anti-fascist back to anti-muslim. remove a few opinion statements. npov is not a real word.,0.0,0.0,0.0,0.0
i agree with the intent. i have cleaned up the addition to make it more npov. also no need to say what fau actually stands for; a person reading this article already knows,0.0,0.0,0.0,0.0
i agree with the intent. i have cleaned up the addition to make it more npov. also no need to say what fau actually stands for; a person reading this article already knows,0.0,0.0,0.86436,0.0
i agree with the intent. i have cleaned up the addition to make it more npov. also no need to say what fau actually stands for; a person reading this article already knows,0.0,0.0,0.0,0.789969
rv - you added non-npov (naturally people have compared...) and removed real-world perspective of spiners commentary on the character,0.0,0.0,0.0,0.810144
removed tag: no reasons for npov stated in talk page,0.0,0.532078,0.0,0.0
removed tag: no reasons for npov stated in talk page,0.0,0.0,0.0,0.579367
theres more to it than that. we should leave that until we have an npov discussion of it,0.0,0.507535,0.0,0.0
rv - as i said these are the goals of the organization quoted verbatim. thats what the goals are. stating the goals of an org doesnt mean a violation of npov,0.0,0.0,0.0,0.0
hiding until differences resolved on talk npov violated by only presenting the arguments from one side strange title,0.0,0.0,0.0,0.793846
 external links  removed non-npov or commercial sites,0.0,0.0,0.0,0.801827
 external links  removed non-npov or commercial sites,0.0,0.0,0.0,0.0
remove wikipedia reference - it already has an npov tag at the top,0.0,0.0,0.0,0.620279
city web site link remove npov text,0.0,0.0,0.0,0.801827
 difficult passages  corrected saul reference and tried to make last sentence more [[npov]].,0.0,0.0,0.0,0.589295
restoring some previous phrasing to meet npov adding an article to ext. links also removing address,0.0,0.0,0.0,0.750021
restoring some previous phrasing to meet npov adding an article to ext. links also removing address,0.0,0.0,0.0,0.0
best is npov; changed to most well known,0.0,0.0,0.0,0.0
best is npov; changed to most well known,0.0,0.0,0.0,0.762356
best is npov; changed to most well known,0.0,0.0,0.0,0.0
copyedit links npov?,0.0,0.0,0.0,0.955445
removed link to song....doesnt seem npov to me...,0.0,0.0,0.0,0.0
removed link to song....doesnt seem npov to me...,0.0,0.0,0.0,0.724236
deleting npov header since there is nothing on talk to indicate why its here,0.0,0.0,0.0,0.560098
 objectivity  npov changes: this statement doesnt reflect on whether phillips is objective looks more like a poor comparison. ft as source may also be unreliable: out of area of expertise.,0.0,0.0,0.0,0.0
 objectivity  npov changes: this statement doesnt reflect on whether phillips is objective looks more like a poor comparison. ft as source may also be unreliable: out of area of expertise.,0.0,0.0,0.0,0.96305
npov introduction,0.0,0.0,0.0,0.579367
 external links  npov although personally i think there are enough tutorials already.,0.0,0.0,0.0,0.920855
 legacy  what pray is uber-capatalism? *sigh* the quality of economic articles are one of the few areas where we fail the npov test so very badly. *sigh* the rest of the pedia is good i guess...,0.0,0.765258,0.0,0.0
the list of countries is non-npov and unnecessary,0.0,0.0,0.0,0.0
fixed the galmoji link fixed most all words and made it npov (!!) and added photo of keitai,0.0,0.0,0.0,0.0
fixed the galmoji link fixed most all words and made it npov (!!) and added photo of keitai,0.0,0.0,0.0,0.586987
 prelude  bloodbath isnt really a npov term,0.0,0.0,0.0,0.801827
incorporated information about the relative sizes of the two branches in a more appropriate npov format,0.0,0.0,0.0,0.562568
rv to bhaisaab per blatant npov violation,0.0,0.0,0.751512,0.0
removing erroneous quotes striving for some npov,0.0,0.0,0.0,0.0
npov fix,0.0,0.0,0.0,0.579367
 allegations of human rights violations committed by the sandinistas  npov,0.0,0.0,0.618451,0.0
npov add some wikilinks,0.0,0.0,0.0,0.0
 special features  rm [[wp:npov|pov]] [[wp:or]] trivialities and [[wp:peacock]] terms,0.0,0.0,0.0,0.0
remove  although there are differing views on various issues for npov--see talk,0.0,0.0,0.0,0.620279
remove unexplained npov tag you give usage of mocny as pov example: it is used just once in this article in the naming section. please cite other reasons for this tag to remain here at talk.,0.0,0.0,0.0,0.0
remove unexplained npov tag you give usage of mocny as pov example: it is used just once in this article in the naming section. please cite other reasons for this tag to remain here at talk.,0.0,0.0,0.0,0.87102
reverted to revision 175633884 by [[special:contributions/fireplace|fireplace]]; npov. using [[wp:twinkle|tw]],0.0,0.0,0.0,0.747663
marking page with {{npov}} using [[wp:npw|npwatcher]],0.0,0.0,0.0,0.664451
npov. the church may claim that it is in accordance with early christianity but wikipedia cannot. the church may also claim that rc is evil and bad but wikipedia cannot take such sides.,0.0,0.0,0.0,0.0
npov. the church may claim that it is in accordance with early christianity but wikipedia cannot. the church may also claim that rc is evil and bad but wikipedia cannot take such sides.,0.0,0.0,0.0,0.873121
removed - no citation provided how do you know that its a humane form of torture. offer evidence absolute candidate for npov.,0.0,0.0,0.0,0.828448
removed - no citation provided how do you know that its a humane form of torture. offer evidence absolute candidate for npov.,0.0,0.0,0.967096,0.0
copyediting; npov changes; deleted extraneous details about 2-color technicolor,0.0,0.0,0.0,0.0
npov + end of article sort,0.0,0.0,0.0,0.0
 same-sex marriage  removing text which was not germane rephrasing for npov adding links,0.0,0.0,0.0,0.589295
rv. although the article needs [[wikipedia:neutral point of view|npov]] edits [[wikipedia:avoid weasel words|weaseling]] all [[positive statement]]s is not it. follow-ups to talk.,0.0,0.0,0.0,0.941153
rv. although the article needs [[wikipedia:neutral point of view|npov]] edits [[wikipedia:avoid weasel words|weaseling]] all [[positive statement]]s is not it. follow-ups to talk.,0.0,0.0,0.968979,0.0
seems like copyvio but cant find it - at least not npov!,0.0,0.651666,0.0,0.0
seems like copyvio but cant find it - at least not npov!,0.0,0.0,0.0,0.0
seems like copyvio but cant find it - at least not npov!,0.0,0.0,0.0,0.653099
 michael schiavo  for npov the actual wolfson text not its paraphrase,0.0,0.0,0.825035,0.0
made more npov,0.0,0.0,0.0,0.0
dont use pov words ... the article duly handles the issue later on with neutral npov text,0.0,0.0,0.0,0.610552
that was npov based on the sources but allowed for a compromise,0.0,0.0,0.0,0.842108
 rights still in force today  copyedit and moved {{npov-statement}} to where it makes sense,0.0,0.0,0.0,0.560098
 the second amendment  edited for npov. gun control is not npov to gun rights advocates.,0.0,0.0,0.0,0.720783
rv - use the talk page if you put a npov tag to an article,0.0,0.0,0.0,0.518058
jguk opposes npov mos majority opinion: time for 3rr and rfc?,0.0,0.0,0.0,0.653099
 mining and energy  npov edits,0.0,0.0,0.0,0.0
this article is an autobiography and by definition wp:npov is disputed.,0.710461,0.0,0.0,0.0
this article is an autobiography and by definition wp:npov is disputed.,0.0,0.0,0.0,0.859009
 champagne and the law  previous edit was a good stab at npov but although doesnt work here.,0.0,0.591319,0.0,0.0
 early life  restoring npov language,0.0,0.0,0.0,0.0
npov - this page needs wikifying to restore neutral point of view,0.0,0.0,0.0,0.769135
removing vandalism (even though it may be true its not npov),0.0,0.0,0.0,0.8152
wake up this article is to be from a npov since most of the article is news of his career this stays as well,0.0,0.0,0.0,0.596024
reverted [[wp:agf|good faith]] edits by [[special:contributions/bgamall|bgamall]]; npov additions + unencyclopedic enthusiasm. using [[wp:twinkle|tw]],0.0,0.0,0.937689,0.0
reverted [[wp:agf|good faith]] edits by [[special:contributions/bgamall|bgamall]]; npov additions + unencyclopedic enthusiasm. using [[wp:twinkle|tw]],0.0,0.0,0.0,0.61954
rv because of non-npov,0.0,0.0,0.0,0.997482
npov remove stub. add basic facts such as dob and full name.,0.0,0.0,0.0,0.998142
npov remove stub. add basic facts such as dob and full name.,0.0,0.0,0.975399,0.0
removed serious npov violations,0.0,0.0,0.898327,0.0
(rvt. once again 192.84.89.129s edits were lifted direct from elitesports.com.au violating both copyright and npov),0.0,0.0,0.0,0.596122
npov on the judge telling her to shut the f*ck up plus a link to an anti-fur site.,0.73798,0.0,0.0,0.0
clearly indicate logo - [[wp:npov#bias]] - commercial; [[wp:npov#a_simple_formulation]] - assert facts; [[wp:npov#fairness_of_tone]] - selection & organization of facts,0.0,0.0,0.0,0.964128
clearly indicate logo - [[wp:npov#bias]] - commercial; [[wp:npov#a_simple_formulation]] - assert facts; [[wp:npov#fairness_of_tone]] - selection & organization of facts,0.0,0.0,0.965947,0.0
restoring npov tag. pov issues have *not* been resolved.,0.0,0.0,0.0,0.883404
lobbying moved from active fire protection and rewrote for npov,0.0,0.0,0.0,0.687768
i dispute the accuracy of several comments and others have disputed stated facts so i changed {{npov}} to {{totallydisputed}} read discussion to see what i mean...,0.554489,0.0,0.0,0.0
i dispute the accuracy of several comments and others have disputed stated facts so i changed {{npov}} to {{totallydisputed}} read discussion to see what i mean...,0.0,0.0,0.0,0.589295
i dispute the accuracy of several comments and others have disputed stated facts so i changed {{npov}} to {{totallydisputed}} read discussion to see what i mean...,0.0,0.0,0.509368,0.0
 textual analysis  note the internal caveats these resolve any npov issues,0.0,0.0,0.0,0.939116
 textual analysis  note the internal caveats these resolve any npov issues,0.0,0.0,0.0,0.0
trying to restore npov,0.0,0.0,0.0,0.0
slight npov,0.0,0.0,0.0,0.0
again attempting to npov,0.0,0.0,0.0,0.0
 popularity  removing section that fails npov and whose only source is a blog entry that fails [[wp:rs]],0.0,0.709835,0.0,0.0
 external links  rv npov. please follow [[wp:npov]] and [[wp:rs]] when making edits,0.0,0.0,0.0,0.931994
rm {{abuse}} template - it should be either on both this article and [[circumcision]] article or on none of them. otherwise violates [[wp:npov]],0.0,0.0,0.0,0.0
rm {{abuse}} template - it should be either on both this article and [[circumcision]] article or on none of them. otherwise violates [[wp:npov]],0.0,0.0,0.0,0.781038
its npov i have no korean pov intentions. however do not forget that general yi ed the battle. well modify to suit your taste. also see talk,0.0,0.0,0.0,0.952933
remove [[wp:rs|unsourced]] [[wp:blp|negative]] information not in a [[wp:npov|neutral point of view]],0.0,0.0,0.0,0.855825
sounds like apologia for terror rather than npov. anyway a name would improve the article considerably.,0.0,0.0,0.0,0.0
sounds like apologia for terror rather than npov. anyway a name would improve the article considerably.,0.0,0.0,0.0,0.881046
in ordained ministry restored npov version. in churchmanship the vatican declaration did not address the anglican church alone.,0.0,0.0,0.0,0.724236
rmv [[wp:npov|npov]] information,0.0,0.0,0.0,0.882284
removal of npov dispute,0.616135,0.0,0.0,0.0
 characters  add a few and slight edit for npov,0.0,0.0,0.0,0.0
 differences  added italics where missing and removed an extremely non-npov sentence.,0.0,0.0,0.579436,0.0
changed sacbee link to npov,0.0,0.0,0.0,0.882284
removed npov dispute,0.792141,0.0,0.0,0.0
 operating systems  make symbian section more npov and general with references,0.0,0.0,0.0,0.653099
violates npov (neutral point of view) unless you can provide a direct source of information for this claim (eg scientific polls),0.0,0.0,0.0,0.905033
rv. all information is relevent attributed and npov.,0.0,0.0,0.898327,0.0
rv. all information is relevent attributed and npov.,0.0,0.0,0.0,0.920855
this is terrible but the alternative to all the weaseling is violating npov,0.0,0.0,0.775702,0.0
rm tags. no explanation of the npov on talk; article is (bar sectioning) wikified.,0.0,0.0,0.0,0.797642
removing npov tag as problems have been fixed,0.0,0.599123,0.0,0.0
removing npov tag as problems have been fixed,0.0,0.0,0.0,0.803567
adding some of the material from the previous revision. it wasnt all bad. but too much of it was not npov.,0.0,0.0,0.0,0.0
rv - link is relevant; criticism is necessary. maintain npov.,0.0,0.0,0.983213,0.0
rv - link is relevant; criticism is necessary. maintain npov.,0.0,0.0,0.0,0.883404
npov tidy,0.0,0.0,0.0,0.982476
link npov,0.0,0.0,0.0,0.982476
offers shetland a great service isnt npov. nice try haha.,0.0,0.0,0.0,0.0
offers shetland a great service isnt npov. nice try haha.,0.0,0.0,0.0,0.0
 identity revealed  add brandt follow-up back in. npov does not ask that it be directly related: let the reader decide,0.0,0.0,0.965244,0.0
 identity revealed  add brandt follow-up back in. npov does not ask that it be directly related: let the reader decide,0.0,0.0,0.0,0.9552
 orality and literacy (1982)  link havelock npov a bit,0.0,0.0,0.0,0.724236
npov sadly,0.0,0.855325,0.0,0.0
territories administered by the roc = taiwan + something. it is already a npov for its a brief description of present fact.,0.0,0.0,0.0,0.857009
rv. mugabe keeps blaming the west for his problems is not npov,0.0,0.682582,0.0,0.0
rv. mugabe keeps blaming the west for his problems is not npov,0.0,0.0,0.0,0.620279
reverting npov. how do you know germans were first inhabitants of sudetes?,0.0,0.0,0.0,0.802429
go to the talk page if you want to make edits here . it has nothing to do with pov or npov  it is about the content of the book  do you understand ??,0.0,0.0,0.0,0.0
go to the talk page if you want to make edits here . it has nothing to do with pov or npov  it is about the content of the book  do you understand ??,0.0,0.0,0.0,0.812432
 identification hypotheses  npov,0.0,0.0,0.0,0.0
 identification hypotheses  npov,0.0,0.0,0.0,0.955445
chris rtfm the point is to have npov not take it out; he wasnt mr. clinton until age 15; lance if you dont like it move it dont just delete,0.651202,0.0,0.0,0.0
chris rtfm the point is to have npov not take it out; he wasnt mr. clinton until age 15; lance if you dont like it move it dont just delete,0.0,0.0,0.0,0.0
added {{articleissues}} with parameters advert cleanup essay-like notability npov original research primarysources refimprove unencyclopedic unreferenced and verylong tag to article. using [[wp:friendly|friendly]],0.0,0.0,0.0,0.632483
 the laura bush incident  no it shouldnt try to keep it npov,0.0,0.0,0.0,0.672469
rv roland try to compromise on this npov version. otherwise i will promote the perspective i believe is more factual: i.e. explains.,0.0,0.0,0.0,0.0
rv roland try to compromise on this npov version. otherwise i will promote the perspective i believe is more factual: i.e. explains.,0.0,0.0,0.0,0.941312
added unref tag and removed clearly npov unrefd statement,0.0,0.0,0.874372,0.0
added unref tag and removed clearly npov unrefd statement,0.0,0.0,0.0,0.842108
&quot;simplest to use&quot; is opinion. &quot;simplifies access to the windows api&quot; is closer to npov,0.0,0.0,0.0,0.0
npov removed: contested statements with \u201cracial tensions in nyc\u201d and \u201ccompletely disproven\u201d were deleted.,0.0,0.0,0.0,0.506763
just a teensy-weensy bit of npov...,0.0,0.0,0.0,0.0
npov about widescreen advocacy,0.0,0.0,0.0,0.0
removed some things to make more npov. fixed a few typos. dropped a sentence fragment.,0.0,0.0,0.0,0.0
see talk - removed npov info not about the pier,0.0,0.0,0.0,0.724236
see talk - removed npov info not about the pier,0.0,0.0,0.0,0.0
npov work; specified the united states to avoid us-centrism. almost the entire final paragraph was editorial in nature,0.0,0.0,0.0,0.0
rv (unsubstantiated assertion npov),0.0,0.0,0.0,0.920855
rv (unsubstantiated assertion npov),0.0,0.0,0.97759,0.0
 life  npov,0.0,0.0,0.0,0.0
theres an article on that particular conservatory. theres got to be something more npov than last edit.,0.0,0.0,0.0,0.0
theres an article on that particular conservatory. theres got to be something more npov than last edit.,0.0,0.0,0.0,0.726585
remove [[wp:blp]] and [[wp:npov]] violating nonsense based on one minor source.,0.0,0.0,0.0,0.589295
rewrite to make npov fix grammar error,0.0,0.709561,0.0,0.0
rewrite to make npov fix grammar error,0.0,0.0,0.0,0.660937
jesus-movement *is* npov thats what the term is for. christianity does not accurately describe what was going on until 600 years later.,0.0,0.0,0.0,0.0
how about perceived - for the article to suggest contact with beings is patently false and makes it sound like its advocating aliens or something... clearly a [[wp:npov]] issue as well,0.0,0.0,0.0,0.0
how about perceived - for the article to suggest contact with beings is patently false and makes it sound like its advocating aliens or something... clearly a [[wp:npov]] issue as well,0.0,0.0,0.0,0.753872
i cant see why this was deleted in the first place... its npov,0.0,0.0,0.0,0.944551
 references  formatted the citation and removed the non-npov commentary of the wikipedian.,0.0,0.0,0.0,0.620279
rv - uncited assertion and npov violation,0.0,0.0,0.942582,0.0
rv - uncited assertion and npov violation,0.0,0.0,0.0,0.842108
cleaned up wikified: sections added text relocated unsourced claims removed or altered for npov added ref,0.0,0.0,0.0,0.0
 inaugural world baseball classic  rewrote paragraph to be more clear npov and moved monkey remark to the footnote and removed one uncited assertion,0.0,0.0,0.0,0.596024
 inaugural world baseball classic  rewrote paragraph to be more clear npov and moved monkey remark to the footnote and removed one uncited assertion,0.0,0.0,0.812632,0.0
rv to allmaleaction..this is more npov and informative,0.0,0.0,0.0,0.724236
my try at npov in speculators controversy,0.0,0.0,0.0,0.0
cleanup npov and some other editing,0.0,0.0,0.0,0.0
revert edit by [[special:contributions/64.228.119.61|64.228.119.61]] (see [[wp:npov]]) as well as edit by [[special:contributions/64.228.49.52|64.228.49.52]] (see [[wp:album|project albums]]),0.0,0.0,0.0,0.537681
delete reference of love boat need source change taiwan to roc npov,0.0,0.0,0.0,0.620279
maybe it just needs [[wp:rs|sources]] and a [[wp:npov|neutral rewrite]],0.0,0.0,0.0,0.0
 political issues  getting rid of us-superiority content improving npov,0.0,0.0,0.0,0.724236
 [[united states]]  avoid rd npov issue,0.0,0.0,0.0,0.842108
more npov wording; earlier edits seem to have been done by a marketing flack for this company,0.0,0.0,0.0,0.0
slight amendment - npov?,0.0,0.0,0.0,0.0
npov not needed now - just a stub left after all deletions,0.0,0.711605,0.0,0.0
npov not needed now - just a stub left after all deletions,0.0,0.0,0.0,0.949832
npov not needed now - just a stub left after all deletions,0.0,0.0,0.0,0.0
added {{cleanup}} {{npov}} and {{unreferenced}} tags to article. using [[wp:friendly|friendly]],0.0,0.0,0.0,0.845282
r/m dislike of chelsea - you just cant say that and be npov!,0.604944,0.0,0.0,0.0
r/m dislike of chelsea - you just cant say that and be npov!,0.0,0.0,0.0,0.0
attempt at a npov improvement of intro,0.0,0.0,0.0,0.0
made npov,0.0,0.0,0.0,0.0
some npov,0.0,0.0,0.0,0.0
 literary criticism  expanding selective quote for npov + ref in correct format,0.0,0.0,0.579436,0.0
rm {{npov}} no attempts are being made to sort this out,0.0,0.0,0.0,0.0
complete review - wikify; more npov; syntax; links; etc.,0.0,0.0,0.0,0.762356
npov tag - only one issue (polls) were partially addressed; please read my npov criticisms; they arent based on this being a movement,0.0,0.0,0.0,0.731735
restore npov: this is an encyclopedia article not annual report remove excessive [[wikipedia:peacock terms]] and restore some deleted text,0.0,0.0,0.0,0.0
trying to add npov resized images wiki links,0.0,0.0,0.0,0.762356
trying to add npov resized images wiki links,0.0,0.0,0.0,0.0
npov dispute has not been signalled on talk. please start there then make noise.,0.0,0.0,0.0,0.0
revert to 09:36 26 september 2007 due to 86.137.201.47 inability to understand npov,0.0,0.0,0.0,0.849456
tagged npov and or,0.0,0.0,0.0,0.0
 the persian gulf war  rearranged some wording and removed a non-npov word.,0.0,0.0,0.0,0.620279
 the persian gulf war  rearranged some wording and removed a non-npov word.,0.0,0.0,0.0,0.0
 character biography  remove alas value judgment per npov,0.0,0.0,0.0,0.931038
rm section on iww activity wp:npov undue weight. small group and page already exists describing their activities duplicating info.,0.0,0.0,0.0,0.694442
 political and police response  npov edits,0.0,0.0,0.0,0.842108
cleanup npov cat stub,0.0,0.0,0.0,0.579367
 beginning of conflict  npov,0.0,0.0,0.0,0.0
